anger3: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,0,0,0,0,0,0,0,199,199,199,199,
199,199,199,199,0,7,7,7,7,7,7,7,0,199,199,199,
199,199,0,0,0,7,7,7,7,7,7,7,0,0,0,199,
199,0,7,7,0,7,7,7,7,7,7,7,0,7,7,0,
199,0,7,7,0,7,255,255,255,255,255,7,0,7,7,0,
199,0,7,7,0,92,174,174,174,174,174,92,0,7,7,0,
199,0,7,174,174,174,92,92,4,92,92,174,174,174,7,0,
199,199,0,0,174,174,174,174,4,174,174,174,174,0,0,199,
199,199,199,199,0,0,174,174,174,174,174,0,0,199,199,199,
199,199,199,199,199,0,20,20,11,20,20,0,199,199,199,199,
199,199,199,199,0,9,9,9,0,9,9,9,0,199,199,199,
199,199,199,199,199,0,0,0,199,0,0,0,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


