cherry: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,25,25,199,199,199,199,199,
199,199,199,199,199,199,25,25,25,25,199,199,199,199,199,199,
199,199,199,199,199,25,25,199,199,25,199,199,199,199,199,199,
199,199,199,199,68,68,68,199,199,25,25,199,199,199,199,199,
199,199,199,68,14,15,255,68,199,199,25,199,199,199,199,199,
199,199,199,68,15,14,14,68,199,68,68,68,199,199,199,199,
199,199,199,68,14,15,14,68,68,15,14,255,68,199,199,199,
199,199,199,199,68,68,68,199,68,15,15,14,68,199,199,199,
199,199,199,199,199,199,199,199,68,15,14,14,68,199,199,199,
199,199,199,199,199,199,199,199,199,68,68,68,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


